type,lat,lon
2,-34.59733,-58.44156
2,-34.60113,-58.43504
2,-34.67334,-58.40631
2,-34.62465,-58.48275
2,-34.70896,-58.63547
2,-34.60975,-58.38516
2,-34.79032,-58.37888
2,-34.58088,-58.49363
2,-34.88889,-57.99304
2,-34.62243,-58.81063
2,-34.62773,-58.46576
2,-34.58704,-58.50328
2,-34.41499,-58.60039
2,-34.56317,-58.73595
2,-34.82111,-58.19623
2,-34.63620,-58.79219
2,-34.61871,-58.37156
2,-34.60442,-58.39100
2,-34.60424,-58.37800
2,-34.60606,-58.38644
2,-34.62854,-58.37789
2,-34.60373,-58.38357
2,-34.71209,-58.39801
2,-34.70799,-58.39182
4,-34.51903,-58.75062
4,-34.72491,-58.26026
5,-34.59798,-58.41283
2,-34.70007,-58.50373
2,-34.57521,-58.42310
2,-34.65476,-58.52145
2,-34.56159,-58.46403
2,-34.77517,-58.41230
2,-34.70513,-58.41070
2,-34.44166,-58.58523
2,-34.67657,-58.40216
2,-34.59501,-58.42938
2,-34.70894,-58.44027
2,-34.74144,-58.23357
2,-34.80252,-58.27815
2,-34.59157,-58.55984
2,-34.91430,-57.98390
2,-34.94844,-57.93197
2,-34.53754,-58.69497
2,-34.60461,-58.56458
2,-34.59680,-58.46672
2,-34.46289,-58.91285
2,-34.29216,-59.09971
2,-34.53782,-58.79493
2,-34.46720,-58.58604
2,-34.55103,-58.55629
2,-34.75057,-58.58472
5,-34.58392,-58.41778
4,-34.64914,-58.78975
4,-34.54535,-58.48844
2,-34.60085,-58.42533
2,-34.61333,-58.42053
5,-34.60742,-58.42466
4,-34.78282,-58.83401
4,-34.91398,-57.95082
2,-34.67943,-58.53910
2,-34.61315,-58.39854
2,-34.74608,-58.43535
2,-34.62615,-58.50907
2,-34.77328,-58.40880
2,-34.76858,-58.43273
2,-34.80731,-58.26056
2,-34.59880,-58.53206
2,-34.63625,-58.50200
2,-34.63431,-58.48365
2,-34.57271,-58.50165
2,-34.88941,-58.56730
2,-34.60664,-58.39073
2,-34.64619,-58.37099
2,-34.73142,-58.39806
2,-34.81838,-58.46660
5,-34.45724,-58.89298
5,-34.61119,-58.40878
2,-34.72708,-58.26805
2,-34.71249,-58.28369
2,-34.71067,-58.28131
2,-34.95420,-57.89781
2,-34.63196,-58.73939
2,-34.45922,-58.91355
2,-34.59973,-58.44074
2,-34.58316,-58.58107
2,-34.11126,-59.02244
2,-34.64429,-58.45311
2,-34.45246,-58.57411
2,-34.65216,-58.76115
2,-34.59994,-58.49102
2,-34.59287,-58.50182
2,-34.91527,-57.94634
2,-34.45380,-58.61800
4,-34.56367,-58.68461
4,-34.71082,-58.27755
4,-34.55403,-58.67218
5,-34.67153,-58.56325
4,-34.60461,-58.56458
4,-34.64940,-58.41844
2,-34.77439,-58.64367
2,-34.66450,-58.36156
2,-34.63907,-58.79331
2,-34.58499,-58.74850
2,-34.69008,-58.36849
2,-34.56360,-58.43678
2,-34.82199,-58.39229
2,-34.82801,-58.39019
2,-34.50733,-58.48080
2,-34.64363,-58.51191
2,-34.92000,-57.92020
2,-34.65462,-58.50593
2,-34.65421,-58.50410
2,-34.55066,-58.45286
2,-34.65235,-58.50327
2,-34.65416,-58.52013
2,-34.88695,-58.36510
2,-34.59731,-58.66334
2,-34.55846,-58.45060
2,-34.70147,-58.74282
2,-34.61940,-58.44384
2,-34.62543,-58.42985
2,-34.77211,-58.32255
2,-34.59150,-58.43461
2,-34.55847,-58.44950
2,-34.80982,-58.63339
2,-34.57730,-58.47483
2,-34.63306,-58.47872
2,-34.65125,-58.51475
2,-34.65486,-58.41620
2,-34.64982,-58.48979
2,-34.61896,-58.50420
2,-34.58765,-58.49393
2,-34.58718,-58.50130
2,-34.73424,-58.57832
2,-34.62424,-58.37169
2,-34.60474,-58.38941
5,-34.56542,-58.47134
2,-34.68215,-58.55511
2,-34.69672,-58.31508
5,-34.60839,-58.37023
2,-34.87004,-58.51466
2,-34.91004,-58.59344
2,-34.60172,-58.41644
2,-34.61565,-58.42004
4,-34.56789,-58.60660
2,-34.60922,-58.39905
5,-34.58113,-58.42183
2,-34.64362,-58.78913
2,-34.74697,-58.42079
2,-34.85447,-58.52625
2,-34.45051,-58.55116
2,-34.73165,-58.43786
2,-34.54278,-58.58883
2,-34.80727,-58.18669
2,-34.80968,-58.18724
2,-34.60214,-58.37015
2,-34.60220,-58.38946
2,-34.60193,-58.38678
2,-34.45055,-58.55060
2,-34.38682,-58.74729
2,-34.60251,-58.80751
2,-34.60319,-58.37460
2,-34.60246,-58.37973
2,-34.79213,-58.43187
2,-34.65637,-58.76252
2,-34.68700,-58.46219
2,-34.61959,-58.50936
2,-34.61245,-58.52727
2,-34.64285,-58.48556
2,-34.61681,-58.51263
2,-34.80964,-58.31556
2,-34.39391,-58.73740
2,-34.69125,-58.39960
2,-34.85352,-58.08349
2,-34.59649,-58.42010
2,-34.78126,-58.35957
2,-34.75129,-58.45039
2,-34.48861,-58.49638
2,-34.44400,-58.55905
2,-34.74207,-58.27933
2,-34.71949,-58.26062
2,-34.60049,-58.38595
2,-34.76246,-58.40113
2,-34.55088,-58.55236
2,-34.60634,-58.37512
2,-34.89607,-57.93692
2,-34.76058,-58.61592
5,-34.53952,-58.47524
2,-34.60458,-58.49289
2,-34.38410,-58.73679
2,-34.80029,-58.23874
2,-34.64196,-58.68634
2,-34.62411,-58.64094
2,-34.95251,-57.96880
2,-34.70517,-58.34765
2,-34.82098,-58.24533
2,-34.67609,-58.47393
2,-34.63813,-58.52653
2,-34.68418,-58.47368
2,-34.65709,-58.48783
2,-34.69007,-58.48024
2,-34.68637,-58.46308
2,-34.62385,-58.52240
2,-34.75340,-58.34545
2,-34.72716,-58.56201
2,-35.03165,-58.41753
2,-34.84961,-58.07500
2,-34.66300,-58.37739
2,-34.70824,-58.42880
2,-34.69731,-58.57681
2,-34.60897,-58.48889
2,-34.72878,-58.29974
2,-34.67557,-58.40356
2,-34.60753,-58.38563
2,-34.88538,-58.03771
4,-34.54366,-58.71329
4,-34.45908,-58.73664
4,-34.85426,-58.52562
4,-34.77761,-58.45790
2,-34.80697,-58.33667
2,-34.64479,-58.46474
2,-34.64026,-58.45532
2,-34.63141,-58.46783
2,-34.64689,-58.45553
2,-34.73551,-58.60414
2,-34.63380,-58.48180
2,-34.32956,-58.80043
2,-34.60239,-58.37749
2,-34.70375,-58.36862
2,-34.90553,-57.97538
2,-34.92365,-57.92418
4,-34.90451,-57.95041
4,-34.76333,-58.20981
4,-34.75061,-58.58444
5,-34.54597,-58.43746
2,-34.91989,-57.91625
2,-34.70388,-58.62221
2,-34.42518,-58.59260
2,-34.64519,-58.53578
2,-34.17018,-58.95184
2,-34.45936,-58.63042
2,-34.64380,-58.45380
2,-34.60697,-58.39220
2,-34.75872,-58.38145
2,-34.78172,-58.40668
2,-34.47991,-58.50394
2,-34.46083,-58.52641
2,-34.62804,-58.46464
2,-34.65536,-58.50895
2,-34.66679,-58.50457
2,-34.67513,-58.47737
2,-34.84883,-58.65782
2,-34.60205,-58.51322
2,-34.61621,-58.49900
2,-34.60655,-58.51276
2,-34.60366,-58.46235
2,-34.62017,-58.47359
2,-34.59537,-58.38019
2,-34.63347,-58.48050
2,-34.74683,-58.43638
2,-34.75455,-58.48525
2,-34.58704,-58.48184
2,-34.58320,-58.47699
2,-34.59324,-58.49582
5,-34.61084,-58.42114
4,-34.80176,-58.33866
4,-34.58768,-58.61856
2,-34.63915,-58.51700
2,-34.78118,-58.29426
2,-34.77899,-58.29013
2,-34.68160,-58.67360
2,-34.64566,-58.39416
2,-34.45608,-58.90662
2,-34.66164,-58.44018
2,-35.05913,-58.75425
2,-34.45123,-58.65708
2,-34.94620,-57.96930
2,-34.74490,-58.22210
2,-34.60758,-58.76971
2,-34.45230,-58.79860
2,-34.45692,-58.62830
2,-34.11294,-59.04340
2,-34.62957,-58.46222
2,-34.74913,-58.47401
2,-34.71506,-58.57812
2,-34.57731,-58.42948
2,-34.62881,-58.46253
2,-34.64470,-58.45683
2,-34.41768,-58.86575
2,-34.72294,-58.26064
2,-34.69012,-58.63694
2,-34.61443,-58.38718
2,-34.83879,-58.48993
2,-34.81520,-58.47240
2,-34.81552,-58.45853
2,-34.71093,-58.42316
2,-34.83167,-58.39376
2,-34.44110,-58.56923
2,-34.51329,-58.57351
2,-34.47287,-58.59727
2,-34.66144,-58.51654
2,-34.67200,-58.48137
2,-34.99819,-58.05123
2,-34.54833,-58.46283
2,-34.62683,-58.50831
2,-34.91708,-57.92511
2,-34.65133,-58.61834
2,-34.63442,-58.48435
2,-34.56493,-58.48363
2,-34.68890,-58.47890
2,-34.72337,-58.59157
2,-34.64830,-58.53801
2,-34.46651,-58.90829
2,-34.49221,-58.54685
2,-34.63421,-58.37545
2,-34.71562,-58.53484
2,-34.63805,-58.41123
2,-34.73972,-58.48520
2,-34.61742,-58.37680
2,-34.61207,-58.41159
2,-34.58389,-58.50932
2,-34.64443,-58.46487
2,-34.60589,-58.42728
2,-34.92010,-57.94016
2,-34.58145,-58.47420
2,-34.60710,-58.41632
2,-34.59802,-58.41889
5,-34.48808,-58.50132
5,-34.61189,-58.48110
5,-34.59773,-58.42160
5,-34.51728,-58.48731
5,-34.55174,-58.46613
2,-34.52888,-58.48067
2,-34.44188,-58.76490
2,-34.60568,-58.39224
2,-34.65229,-58.57395
2,-34.90457,-57.95203
2,-34.67153,-58.46769
2,-34.70639,-58.43921
2,-34.57726,-58.42965
2,-34.66213,-58.53587
2,-34.65825,-58.35281
2,-34.68158,-58.55619
2,-34.67855,-58.55898
2,-34.53320,-58.70093
2,-34.55081,-58.55445
2,-34.56013,-58.52330
2,-34.76777,-58.19486
4,-34.70679,-58.39178
4,-34.67722,-58.47708
4,-34.60500,-58.59638
4,-34.56200,-58.66128
4,-34.88941,-58.56730
4,-34.58987,-58.57125
4,-34.84961,-58.07500
2,-34.66107,-58.36685
2,-34.63935,-58.52638
2,-34.94354,-57.90029
2,-34.64488,-58.44534
2,-34.54660,-58.71816
2,-34.53901,-58.70434
2,-34.86906,-58.39838
2,-34.64115,-58.54614
2,-34.72547,-58.56799
2,-34.64646,-58.62071
2,-34.78874,-58.16379
2,-34.48147,-58.63779
2,-34.15850,-58.95902
2,-34.58283,-58.65892
2,-34.60266,-58.51286
2,-34.66981,-58.69898
2,-34.70559,-58.47658
2,-34.59244,-58.39068
2,-34.48024,-58.83120
2,-34.45819,-58.91490
2,-34.64168,-58.56388
2,-34.69360,-58.75990
2,-34.66651,-58.75913
2,-34.66304,-58.52072
2,-34.57494,-58.57363
2,-34.45017,-58.65370
4,-34.65919,-58.66679
4,-34.60642,-58.37149
4,-34.65042,-58.62187
2,-34.41048,-58.68658
2,-34.61437,-58.42780
2,-34.61044,-58.41718
2,-34.61093,-58.43013
4,-34.69019,-58.50758
2,-34.63132,-58.48569
2,-34.59982,-58.50205
2,-34.62102,-58.50799
2,-34.78624,-58.25273
2,-34.58966,-58.51793
2,-34.63990,-58.48168
2,-34.60427,-58.45817
2,-34.61385,-58.46094
2,-34.64584,-58.79902
4,-34.53312,-58.70107
2,-34.76950,-58.24150
2,-34.81084,-58.22995
2,-34.65230,-58.50477
4,-34.57472,-58.48788
4,-34.61766,-58.36879
4,-34.58425,-58.58506
2,-34.16277,-58.96609
2,-34.62714,-58.45625
2,-34.42176,-58.73774
2,-34.76190,-58.81570
2,-34.47735,-58.82135
2,-34.91989,-57.95904
2,-34.64285,-58.44434
2,-34.64635,-58.45270
2,-34.62631,-58.45583
2,-34.60677,-58.44887
2,-34.53561,-58.71179
2,-34.50528,-58.69793
2,-34.46051,-58.91223
2,-34.53046,-58.72081
2,-34.35817,-58.81237
2,-34.65425,-58.34612
2,-34.55748,-58.54785
2,-34.64086,-58.54131
2,-34.52423,-58.48438
2,-34.71643,-58.35610
2,-34.59293,-58.38634
2,-34.60798,-58.47982
2,-34.96302,-57.96264
2,-34.76072,-58.61705
2,-34.56413,-58.68492
2,-34.47586,-58.73464
2,-35.17000,-58.23070
2,-34.53461,-58.57605
2,-34.49085,-58.58845
2,-34.80163,-58.29028
2,-34.58987,-58.57125
2,-34.55097,-58.55591
2,-34.69904,-58.42975
4,-34.69216,-58.68644
2,-34.57483,-58.64640
2,-34.70338,-58.31662
4,-34.59095,-58.37404
2,-34.56438,-59.11449
2,-34.64126,-58.52430
2,-34.60731,-58.42309
4,-34.69962,-58.39216
2,-34.61776,-58.46900
2,-34.61257,-58.48050
2,-34.61196,-58.49108
2,-34.63074,-58.46973
2,-34.62867,-58.46436
2,-34.60823,-58.47672
2,-34.58122,-58.54573
2,-34.62625,-58.48664
2,-34.59887,-58.63556
2,-34.65108,-58.43966
2,-34.69561,-58.60388
2,-34.64116,-58.56421
2,-34.43827,-58.79089
2,-34.68994,-58.56842
2,-34.45180,-58.60870
2,-34.67754,-58.57365
2,-34.72083,-58.57013
2,-34.80779,-58.27646
2,-34.62482,-58.41239
5,-34.69706,-58.64747
2,-34.69969,-58.62627
2,-34.76146,-58.47992
2,-34.63873,-58.45941
2,-34.70863,-58.41992
2,-34.58692,-58.38882
2,-34.54954,-58.67834
2,-34.59157,-58.55984
2,-34.60046,-58.57639
2,-34.59154,-58.55981
2,-34.58881,-58.60032
2,-34.55403,-58.67218
2,-34.60413,-58.44838
2,-34.43529,-58.56565
2,-34.92175,-57.96341
2,-34.57375,-58.61174
2,-34.60542,-58.43943
2,-34.60344,-58.43478
2,-34.59916,-58.43954
2,-34.59568,-58.43920
2,-34.85831,-58.08444
2,-34.60815,-58.39547
2,-34.19840,-58.92629
2,-34.68151,-58.66137
2,-34.60493,-58.39528
2,-34.69499,-58.31579
2,-34.66154,-58.37533
2,-34.70112,-58.68397
2,-34.70079,-58.31458
2,-34.69470,-58.50873
2,-34.46094,-58.91022
2,-34.65180,-58.41615
2,-34.66460,-58.53026
2,-34.91560,-57.94420
2,-34.68794,-58.61386
2,-34.54612,-58.68923
2,-34.61017,-58.40613
2,-34.58950,-58.57117
2,-34.58800,-58.39040
2,-34.52712,-58.55022
2,-34.78140,-58.33844
2,-34.72211,-58.31592
2,-34.48586,-58.72690
2,-34.42201,-58.57431
2,-34.63507,-58.46927
2,-34.45659,-58.74629
2,-34.37296,-59.13486
2,-34.45318,-58.65014
2,-34.53383,-58.58341
2,-34.70241,-58.51166
2,-34.71078,-58.51513
2,-34.97730,-58.67416
2,-34.60403,-58.40769
2,-34.66040,-58.44385
5,-34.50702,-58.52333
4,-34.59545,-58.51039
2,-34.91588,-57.97114
2,-34.63400,-58.79140
2,-34.95710,-57.98128
2,-34.58490,-58.41879
2,-34.59253,-58.44672
2,-34.69999,-58.62524
2,-34.58656,-58.42735
2,-34.60000,-58.43512
2,-34.60009,-58.49319
2,-34.59317,-58.49409
2,-34.50040,-58.49605
2,-34.58702,-58.57619
5,-34.59098,-58.40076
2,-34.68927,-58.43431
2,-34.78127,-58.36004
2,-34.55955,-58.61251
2,-34.61109,-58.39900
2,-34.64103,-58.48703
2,-34.60192,-58.40227
2,-34.60949,-58.39729
2,-34.67983,-58.40459
2,-34.68559,-58.47315
2,-34.66899,-58.41668
2,-34.71521,-58.58992
2,-34.61115,-58.37609
2,-34.66334,-58.44753
2,-34.63983,-58.54071
2,-34.64126,-58.44605
2,-34.50874,-58.72797
2,-34.60453,-58.47276
2,-34.60919,-58.39090
2,-34.76684,-58.28858
2,-34.57954,-58.50119
2,-34.56199,-58.45688
2,-34.64051,-58.56437
2,-34.78732,-58.28991
2,-34.59826,-58.40669
2,-34.63985,-58.52639
2,-34.91693,-57.95593
2,-34.58987,-58.57125
2,-34.49037,-58.62422
2,-34.60018,-58.43057
2,-34.59841,-58.43670
2,-34.82958,-58.41200
2,-34.62472,-58.49387
2,-34.68386,-58.51720
2,-34.62166,-58.44397
2,-34.46392,-58.50988
2,-34.58803,-58.50526
2,-34.57490,-58.50547
2,-34.60714,-58.40083
2,-34.50500,-58.70166
2,-34.61044,-58.39426
2,-34.69139,-58.68574
2,-34.60272,-58.76177
2,-34.43731,-58.99231
2,-34.46092,-58.61122
2,-34.86530,-57.89080
2,-34.74380,-58.32111
2,-34.68158,-58.55614
2,-34.62699,-58.38320
2,-34.62106,-58.39149
5,-34.58355,-58.40293
2,-34.68306,-58.48118
2,-34.49104,-58.72277
2,-34.62694,-58.38285
2,-34.62607,-58.37604
2,-34.72145,-58.25402
2,-34.65173,-58.62005
2,-34.88460,-57.90087
2,-34.69568,-58.34813
2,-34.88751,-57.95316
2,-34.51170,-58.49068
2,-34.91613,-57.97545
2,-34.98484,-58.08799
2,-34.94590,-57.94327
2,-34.68158,-58.37670
2,-34.73109,-58.47035
2,-34.69034,-58.50843
2,-34.70041,-58.73422
2,-34.72392,-58.25988
2,-34.72720,-58.46620
2,-34.60495,-58.49555
2,-34.77741,-58.65122
2,-34.78144,-58.31386
2,-34.60976,-58.48269
2,-34.78988,-58.27909
2,-34.65134,-58.59587
2,-34.62831,-58.42645
5,-34.91056,-58.59479
2,-34.65598,-58.65510
2,-34.60599,-58.38017
2,-34.60585,-58.49169
2,-34.59566,-58.53305
2,-34.56200,-58.66128
2,-34.58727,-58.63043
2,-34.84781,-58.08244
2,-34.77587,-58.30482
2,-34.41964,-58.69666
2,-34.70376,-58.54007
2,-34.60140,-58.39973
2,-34.64730,-58.37299
2,-34.72838,-58.30760
2,-34.77328,-58.64505
2,-34.79460,-58.27073
2,-34.83270,-58.49681
2,-34.68106,-58.55806
2,-34.66982,-58.57874
2,-34.50438,-58.66707
2,-34.32336,-58.85191
4,-34.83057,-58.27746
2,-34.15921,-58.95859
2,-34.71237,-58.72166
2,-34.60276,-58.38228
2,-34.60394,-58.37107
2,-34.66238,-58.34234
2,-34.56517,-58.61025
2,-34.70441,-58.31781
2,-34.69560,-58.60397
2,-34.49843,-58.73008
2,-34.66535,-58.35950
2,-34.62463,-58.38442
2,-34.62199,-58.39167
2,-34.62170,-58.40441
2,-34.51100,-58.70515
2,-34.61551,-58.41268
2,-34.48263,-58.75164
2,-34.08170,-59.03808
2,-34.60551,-58.40586
2,-34.44620,-58.60066
2,-34.61814,-58.38243
2,-34.60442,-58.40591
2,-34.61827,-58.78711
2,-34.70185,-58.62563
2,-34.60424,-58.37800
2,-34.60121,-58.38811
2,-34.60297,-58.37390
2,-34.78135,-58.34191
2,-34.59889,-58.40409
5,-34.63309,-58.47883
2,-34.51883,-58.56058
2,-34.64510,-58.74247
2,-34.66001,-58.51398
2,-34.91118,-57.94976
2,-34.65727,-58.50959
2,-34.62992,-58.45736
2,-34.59574,-58.38270
2,-34.68754,-58.47535
2,-34.58932,-58.39989
2,-34.73091,-58.47362
2,-34.63547,-58.37515
2,-34.86014,-58.38646
2,-34.85871,-58.07425
2,-34.54492,-58.71482
2,-34.58276,-58.49128
2,-34.77053,-58.64685
2,-34.59805,-58.40951
2,-34.60412,-58.38814
2,-34.60069,-58.39038
5,-34.55615,-58.46191
2,-34.75643,-58.42282
2,-34.88668,-58.07488
2,-34.77244,-58.38278
5,-34.61674,-58.48060
2,-34.62423,-58.40900
2,-34.54589,-58.47056
2,-34.38331,-58.82904
2,-34.52263,-58.47337
2,-34.63271,-58.37621
2,-34.64781,-58.37303
2,-34.63858,-58.36943
2,-34.65534,-58.40614
2,-34.61566,-58.61996
2,-34.68767,-58.78255
2,-34.70121,-58.65257
2,-34.61597,-58.39329
2,-34.61558,-58.47588
2,-34.66766,-58.48737
2,-34.16188,-58.96422
2,-34.86058,-57.90262
2,-34.55743,-58.75798
2,-34.60201,-58.39698
2,-34.86959,-58.09797
2,-34.79646,-58.47734
2,-34.71484,-58.59080
2,-34.78595,-58.32483
2,-34.57500,-58.57520
2,-34.69762,-58.77402
2,-34.56192,-58.66718
2,-34.70874,-58.73605
2,-34.63521,-58.49990
2,-34.53957,-58.78325
2,-34.45148,-58.60101
2,-34.78478,-58.83141
2,-34.62209,-58.51453
2,-34.61621,-58.52797
2,-34.46130,-58.91020
2,-34.59755,-58.49839
2,-34.69499,-58.32719
2,-34.71443,-58.29871
2,-34.71768,-58.29358
2,-34.67770,-58.34725
2,-34.69949,-58.31221
2,-34.76962,-58.27090
2,-34.70843,-58.27874
2,-34.79848,-58.42582
2,-34.60316,-58.52791
2,-34.54161,-58.75190
2,-34.90390,-57.95570
2,-34.67714,-58.55948
2,-34.53315,-58.70089
2,-34.54753,-58.55492
2,-34.80898,-58.64026
2,-34.69296,-58.44533
2,-34.58296,-58.75089
2,-34.68520,-58.73085
2,-34.43834,-58.58050
2,-34.60675,-58.38206
2,-34.60427,-58.37020
2,-34.60121,-58.38811
2,-34.77860,-58.22350
2,-34.40448,-58.77171
2,-34.64976,-58.41646
2,-34.65351,-58.41180
2,-34.65488,-58.41675
2,-34.64244,-58.40465
2,-34.62724,-58.42795
5,-34.63592,-58.39911
2,-34.67105,-58.48928
2,-34.78021,-58.22666
2,-34.89117,-57.95645
2,-34.94079,-58.03283
2,-34.92230,-57.98470
2,-34.54501,-58.52681
2,-34.55708,-58.46171
2,-34.45787,-58.77627
2,-34.62275,-58.53044
2,-34.94497,-58.72678
5,-34.55117,-58.55339
2,-34.60220,-58.37816
2,-34.60887,-58.43047
2,-34.60277,-58.38544
2,-34.82800,-58.18010
2,-34.71858,-58.27425
2,-34.60844,-58.39199
2,-34.60360,-58.37668
2,-34.76501,-58.36869
5,-34.44976,-58.57760
2,-34.59185,-58.41534
2,-34.56170,-59.14000
2,-34.60513,-58.37519
2,-34.60142,-58.37813
2,-34.60531,-58.38214
2,-34.85223,-58.08867
2,-34.58987,-58.51708
2,-34.63550,-58.48731
2,-34.60551,-58.51121
2,-34.64333,-58.47049
2,-34.64140,-58.45746
2,-34.61491,-58.46217
2,-34.63567,-58.46741
2,-34.61704,-58.45798
2,-34.70949,-58.39750
2,-34.59189,-58.39011
2,-34.63137,-58.54963
2,-34.59920,-59.17110
2,-34.60815,-58.44761
2,-34.64601,-58.46708
2,-34.64367,-58.49280
2,-34.66242,-58.50034
2,-34.70060,-58.54120
2,-34.65000,-58.41670
2,-34.72319,-58.25898
2,-34.58310,-58.55200
2,-34.65783,-58.81820
2,-34.87681,-58.18563
5,-34.75013,-58.58388
5,-34.61020,-58.40630
2,-34.91547,-57.94919
2,-34.55110,-58.55291
2,-34.76145,-58.40267
2,-34.75914,-58.33308
2,-34.71094,-58.37701
2,-34.64087,-58.54959
2,-34.60941,-58.43048
2,-34.61027,-58.45173
2,-34.71509,-58.32067
2,-34.65964,-58.67290
2,-34.59938,-58.56162
2,-34.62499,-58.39125
2,-34.61297,-58.38195
2,-34.60889,-58.37807
2,-34.61657,-58.38405
2,-34.69880,-58.48650
2,-34.70780,-58.39060
4,-34.55852,-58.44956
4,-34.77819,-58.39709
4,-34.48773,-58.49707
4,-34.66480,-58.72786
2,-34.58825,-58.48524
2,-34.51293,-58.48950
2,-34.74924,-58.45061
2,-34.60654,-58.37109
5,-34.94088,-57.94271
2,-34.53830,-58.46551
2,-34.60977,-58.37912
2,-34.67024,-58.41066
2,-34.57810,-58.44960
2,-34.85473,-58.07898
2,-34.58473,-58.44429
5,-34.67322,-58.50026
2,-34.58529,-58.56981
2,-34.65412,-58.55035
2,-34.64708,-58.48663
2,-34.59835,-58.37190
2,-34.53107,-58.57517
2,-34.65074,-58.61736
2,-34.68200,-58.56264
2,-34.69365,-58.39773
2,-34.69419,-58.37022
2,-34.60996,-58.38347
5,-34.63576,-58.39716
4,-34.47145,-58.51428
4,-34.60599,-58.37024
4,-34.52096,-58.70048
4,-34.65266,-58.39459
5,-34.54300,-58.44105
2,-34.74179,-58.62080
2,-34.61843,-58.51911
2,-34.62777,-58.38042
2,-34.48732,-58.61924
2,-34.45580,-58.56272
2,-34.92413,-57.93720
2,-34.66111,-59.42919
2,-34.59994,-58.38678
2,-34.78340,-58.30860
2,-34.92280,-57.98440
2,-34.86052,-58.19164
2,-34.68082,-58.54751
2,-34.84383,-58.28526
2,-34.66427,-58.36625
2,-34.71493,-58.42531
2,-34.62843,-58.47987
2,-34.61232,-58.37083
2,-34.61804,-58.39031
2,-34.61106,-58.39031
2,-34.61942,-58.37429
2,-34.62503,-58.38297
2,-34.60798,-58.78902
2,-34.62241,-58.38612
2,-34.54030,-58.56562
2,-34.49862,-58.55631
4,-34.61090,-58.43552
4,-34.60538,-58.39190
2,-34.88430,-57.90060
2,-34.60520,-58.37510
4,-34.59368,-58.47005
5,-34.63714,-58.41622
5,-34.58320,-58.39232
2,-34.74280,-58.39583
2,-34.60468,-58.38655
2,-34.68437,-58.39547
2,-34.55686,-58.54820
2,-34.85573,-58.07803
2,-34.85960,-57.90440
4,-34.65050,-58.43121
4,-34.74371,-58.39626
2,-34.48189,-58.62217
2,-34.32931,-58.80067
2,-34.34193,-58.80151
2,-34.87550,-57.89340
5,-34.57838,-58.48012
2,-34.60546,-58.38929
2,-34.44388,-58.57877
2,-34.72202,-58.25934
2,-34.73388,-58.40700
2,-34.60379,-58.41443
5,-34.71092,-58.50035
5,-34.47108,-58.51573
4,-34.98106,-58.37409
4,-35.05913,-58.75425
2,-34.71948,-58.58380
2,-34.61843,-58.41618
2,-34.45521,-58.63472
2,-34.51368,-58.73973
2,-34.48883,-58.66504
2,-34.49979,-58.52253
2,-34.49136,-58.61274
2,-34.40977,-58.68390
2,-34.51795,-58.51336
2,-34.65896,-58.34420
2,-34.62266,-58.39179
2,-34.62014,-58.40942
2,-34.62427,-58.39263
2,-34.62275,-58.39435
5,-34.09753,-59.03671
2,-34.72182,-58.36216
2,-34.61593,-58.39834
2,-34.62288,-58.47325
2,-34.80767,-58.33624
2,-34.64313,-58.44404
2,-34.67775,-58.43070
2,-34.49755,-58.48844
2,-34.72206,-58.25993
2,-34.52156,-58.48498
2,-34.63733,-58.49886
2,-34.64013,-58.52379
2,-34.60575,-58.41527
4,-34.83282,-58.49507
2,-34.60165,-58.41933
2,-34.65306,-58.35069
4,-34.46861,-58.90825
4,-34.72677,-58.39560
4,-34.60168,-58.49365
4,-34.50378,-58.67882
4,-34.62015,-58.36836
4,-34.55013,-58.52470
4,-34.58653,-58.45501
4,-34.51441,-58.48872
2,-34.57946,-58.47790
2,-34.60377,-58.42111
2,-34.61319,-58.42514
2,-34.60277,-58.42580
2,-34.54436,-58.76764
2,-34.63373,-58.85460
5,-34.54810,-58.50485
5,-34.56211,-58.49013
4,-34.59788,-58.38132
5,-34.60346,-58.41554
5,-34.58690,-58.41085
2,-34.61594,-58.44815
2,-34.61704,-58.44284
2,-34.64138,-58.37397
2,-34.63940,-58.41978
2,-34.63159,-58.40050
2,-34.63000,-58.39792
2,-34.63533,-58.44718
2,-34.63502,-58.43787
2,-34.63271,-58.42804
2,-34.62162,-58.41652
2,-34.52427,-58.51133
2,-34.56977,-58.44497
2,-34.62779,-58.49002
2,-34.58288,-58.68905
2,-34.77347,-58.27621
2,-34.51292,-58.66807
2,-34.78261,-58.48318
2,-34.56940,-58.74290
2,-34.61118,-58.41953
2,-34.62084,-58.41587
4,-34.59325,-58.49411
2,-34.60537,-58.41698
4,-34.59060,-58.63225
4,-34.70455,-58.58744
4,-34.85896,-58.38690
4,-34.69969,-58.62627
2,-34.57707,-58.60725
2,-34.71340,-58.71500
5,-34.59636,-58.42153
2,-34.66383,-58.72852
2,-34.61773,-58.39159
5,-34.94571,-57.94288
5,-34.91139,-57.95542
2,-34.61258,-58.38042
2,-34.82001,-58.46527
2,-34.81204,-58.47159
2,-34.92038,-57.90771
4,-34.79276,-58.63165
4,-34.85698,-57.90756
2,-34.60502,-58.41989
2,-34.61024,-58.42520
2,-34.61310,-58.43008
2,-34.62409,-58.45035
2,-34.62845,-58.43559
2,-34.62695,-58.38379
2,-34.62042,-58.49934
2,-34.64921,-58.65433
2,-34.78522,-58.30032
